name,imagenum1,imagenum2,
Aleksander_Kwasniewski,2,Juan_Jose_Lucas,1
Aleksander_Kwasniewski,3,Billy_Crawford,1
Aleksander_Voloshin,1,Kristen_Rivera,1
Alessandro_Nesta,1,Paul_Kelleher,1
Alfredo_di_Stefano,1,Chris_Moore,1
Alfredo_di_Stefano,1,Maryn_McKenna,1
Alfredo_di_Stefano,1,Shamai_Leibowitz,1
Ali_Naimi,5,Morris_Dees,1
Aline_Chretien,1,Guillermo_Coria,17
Amy_Yasbeck,1,Chawki_Armali,1
AnFernce_Negron,1,Kristen_Rivera,1
Andrew_Cuomo,2,Todd_Petit,1
Anil_Ramsook,1,Takeo_Hiranuma,1
Annie_Chaplin,1,Charles_Tannok,1
Antanas_Valionis,1,William_Rehnquist,1
Avril_Lavigne,1,Shia_LaBeouf,2
Barbara_Becker,1,Chris_Noth,1
Barbara_Becker,1,Franz_Beckenbauer,2
Barbora_Strycova,1,Christiane_Wulff,1
Barry_Diller,1,Meles_Zenawi,1
Bartosz_Kizierowski,1,Faye_Wong,1
Ben_Wallace,1,Nia_Vardalos,5
Bernard_Lord,1,Joxel_Garcia,1
Bernard_Lord,2,Bing_Crosby,1
Beyonce_Knowles,1,Maurice_Papon,1
Bill_Duffey,1,Jong_Wook_Lee,1
Bill_Guerin,1,Julie_Goodenough,1
Bill_Herrion,1,Fernando_Valenzuela,1
Bill_Herrion,1,Johnny_Unitas,2
Bill_Richardson,1,George_McCloud,1
Billy_Andrade,1,Kellie_Coffey,1
Billy_Crawford,1,Jim_Edmonds,2
Billy_Edelin,1,Himmler_Rebu,1
Bing_Crosby,1,Stephen_Webster,1
Bixente_LIzarazu,1,Chris_Bell,2
Bixente_LIzarazu,1,Todd_Wike,1
Blythe_Danner,2,Hank_McKinnell,1
Bob_Eskridge,1,Marco_Pantani,1
Bob_Hartley,1,Lou_Piniella,3
Bob_Krueger,1,Gordana_Grubin,1
Bob_Krueger,1,Mariana_Pollack,1
Bob_Sulkin,1,Branko_Crvenkovski,3
Bobby_Kielty,1,Robert_Horan,2
Brajesh_Mishra,1,Mark_Podlesny,1
Brandon_Knight,1,Claudia_Cardinale,1
Brandon_Knight,1,Phil_Donahue,1
Brandon_Lloyd,1,Cha_Yung-gu,1
Brandon_Lloyd,1,James_Coburn,1
Brian_Schneider,1,Michael_Rolinee,1
Bruce_Springsteen,4,Ion_Tiriac,1
Cameron_Diaz,2,Shia_LaBeouf,1
Cameron_Diaz,5,Nadia_Petrova,2
Carla_Gugino,1,Kelly_Osbourne,1
Carla_Gugino,1,Kenny_Chesney,1
Carla_Gugino,1,Michael_Douglas,3
Carla_Gugino,1,Miguel_Aldana_Ibarra,1
Carlos_Fasciolo,1,Debbie_Allen,1
Carol_Williams,1,Gorden_Tallis,1
Carrie-Anne_Moss,2,Horacio_Julio_Pina,1
Carrie-Anne_Moss,4,Michael_Goldrich,1
Casey_Crowder,1,Keiko_Sofia_Fujimori,1
Casey_Crowder,1,Phoenix_Chang,1
Cha_Yung-gu,1,Takeo_Hiranuma,1
Charlene_Barshefsky,1,James_Coburn,1
Charles_Tannok,1,Larry_Coker,4
Charlie_Hunnam,1,Hestrie_Cloette,1
Charlie_Hunnam,1,Veronica_Lake,1
Charlton_Heston,4,Desiree_Lemosi,1
Chawki_Armali,1,Shoshannah_Stern,1
Chris_Bell,2,Pharrell_Williams,1
Chris_Forsyth,1,Nikki_Reed,2
Chris_Neil,1,John_Kerry,14
Chris_Noth,1,Takeshi_Kitano,1
Christine_Arron,1,Robert_Duvall,5
Christine_Arron,1,Steve_McManaman,1
Chuck_Hagel,1,Jeff_Roehm,1
Chuck_Hagel,1,Margaret_Hasley,1
Chuck_Hagel,1,Sebastian_Porto,1
Cliff_Ellis,1,John_Lisowski,1
Clifford_Etienne,1,Pharrell_Williams,1
Clifford_Etienne,1,Ray_Lewis,1
Clive_Lloyd,1,Harland_Braun,1
Colin_Montgomerie,1,Horacio_Julio_Pina,1
Daniel_Montenegro,1,Gustavo_Cisneros,1
Daniel_Montenegro,1,Nadia_Petrova,4
Daniel_Montenegro,1,Omar_Khan_Sharif,1
Daniel_Montenegro,1,Rick_Santorum,1
Danny_Glover,1,Morris_Dees,1
Danny_Glover,1,Patrice_Chereau,2
David_Trimble,4,John_Elway,1
David_Wolf,2,Emanuel_Ginobili,4
David_Wolf,2,Kathleen_Glynn,2
David_Wolf,2,Venus_Williams,6
Debbie_Allen,1,Sebastian_Cuattrin,1
Demetrius_Ferraciu,2,Edward_Seaga,1
Denise_Johnson,1,Nikki_Cascone,1
Denise_Johnson,2,Emanuel_Ginobili,3
Denise_Johnson,2,Filippo_Inzaghi,2
Dennis_Powell,1,Horst_Koehler,3
Dennis_Powell,1,Michael_Chiklis,2
Desiree_Lemosi,2,Dion_Glover,1
Dion_Glover,1,Michael_Weiss,1
Doug_Melvin,1,Gustavo_Cisneros,1
Doug_Melvin,3,Emma_Nicholson,1
Doug_Racine,1,Marisol_Breton,1
Ed_Book,1,Nur_Jaafar,1
Ed_Case,1,Sadam_Hassan,1
Edward_Seaga,1,George_Roy_Hill,1
Edward_Seaga,1,Sarah_Price,1
Eileen_Spina,1,Jeff_Bzdelik,1
Ekke_Hard_Forberg,1,Nikki_Reed,1
Elena_Bereznaya,1,Lene_Espersen,1
Elena_Bereznaya,1,Mario_Lobo_Zagallo,1
Elena_Bereznaya,1,Rick_Stansbury,2
Elisha_Cuthbert,1,Mariana_Pollack,2
Eliza_Manningham-Buller,1,Lawrence_MacAulay,2
Eric_Clapton,2,Niall_Connolly,1
Eric_Taino,1,Michael_Goldrich,1
Farida_Ragoonanan,1,Jorge_Enrique_Jimenez,1
Felix_Trinidad,1,Joe_Darrell,1
Felix_Trinidad,1,Justine_Pasek,4
Fernando_Valenzuela,1,Luis_Figo,3
Fernando_Valenzuela,1,Nicolas_Macrozonaris,1
Filippo_Inzaghi,1,Mohammed_Al_Hindi,1
Filippo_Inzaghi,1,Shanna_Zolman,1
Francis_Ricciardone,1,Sven_Goran_Eriksson,1
Franz_Beckenbauer,1,Gerald_Ford,1
Franz_Beckenbauer,2,Rick_Bragg,1
George_Foreman,2,Ralph_Goodale,1
George_Pataki,1,James_Dingemans,1
George_Pataki,2,Masahiko_Nagasawa,2
George_Plimpton,1,Ximena_Bohorquez,1
Gerald_Ford,1,Kurt_Budke,1
Gerald_Ford,1,Li_Peng,1
Giselle_Estefania_Tavarelli,1,John_Sununu,1
Giulio_Andreotti,1,Kurt_Russell,2
Giulio_Andreotti,1,Michael_Denzel,1
Gonzalo_Sanchez_de_Lozada,3,Shannyn_Sossamon,1
Graciano_Rocchigiani,1,Juan_Jose_Lucas,1
Gregory_Geoffroy,1,Sybille_Schmid,1
Gregory_Geoffroy,2,Kosuke_Kitajima,1
Gregory_Geoffroy,2,Wycliffe_Grousbeck,1
Guangdong_Ou_Guangyuan,1,Li_Ruihuan,1
Guangdong_Ou_Guangyuan,1,Nicole,1
Gustavo_Cisneros,1,Steve_Blake,1
Gustavo_Noboa,1,Lea_Fastow,2
Habib_Hisham,1,Pat_Rochester,1
Habib_Hisham,1,Paul_Wilson,1
Habib_Rizieq,1,Olivia_Newton-John,2
Habib_Rizieq,3,Kenny_Chesney,1
Hal_Sutton,2,Kellie_Coffey,1
Harland_Braun,1,Kathryn_Tucker,1
Hassanal_Bolkiah,1,Michael_Leavitt,1
Hestrie_Cloette,1,Nicholas_Byron,2
Hitoshi_Tanaka,1,Ramon_Ponce_de_Leon,1
Horacio_Julio_Pina,1,Zaini_Abdullah,1
Huang_Suey-Sheng,1,Lucrecia_Orozco,1
Huang_Suey-Sheng,1,Paul_Cerjan,1
Huang_Suey-Sheng,1,Robinson_Stevenin,1
Ian_Knop,1,Michel_Minard,1
Ilan_Ramon,3,Tatiana_Kennedy_Schlossberg,1
Ion_Tiriac,1,Lawrence_MacAulay,1
Ismail_Abu_Shanab,1,Michael_Denzel,1
Ismail_Abu_Shanab,1,Rebecca_Romijn-Stamos,1
Jack_Welch,1,Keizo_Yamada,1
James_Dingemans,1,Robert_Duvall,5
James_Dingemans,1,William_Morrow,1
Jamie_Lee_Curtis,1,William_Joppy,1
Jamie_Martin,1,Patrick_Ewing,1
Jan_Bjoerklund,1,Li_Ruihuan,1
Jan_Paul_Miller,1,Paradorn_Srichaphan,8
Jay_Garner,3,Reggie_Sanders,1
Jeff_Bzdelik,1,Zach_Parise,1
Jerry_Oliver,1,Rudolf_Schuster,1
Jerry_Oliver,1,Stefaan_Declerk,1
Jerry_Sloan,1,Julianne_Moore,9
Jerry_Sloan,1,Keiko_Sofia_Fujimori,1
Jerry_Sloan,1,Nikki_Cascone,1
Jim_Anderson,1,Jose_Luis_Santiago_Vasconcelos,1
Jim_Anderson,1,Mikhail_Wehbe,1
Joaquim_Levy,1,Judy_Vassar,1
Joe_Leonard,1,Kristen_Rivera,1
John_Baldacci,1,Nona_Gaye,1
John_Baldacci,1,Shia_LaBeouf,1
John_Elway,1,Mahmoud_Diyab_al-Ahmed,1
John_Kerry,9,Raja_Ibrahim,1
John_Kerry,14,Pat_Rochester,1
John_Lisowski,1,Michelle_Kwan,1
John_Malkovich,2,Paradorn_Srichaphan,7
John_Malkovich,3,Mona_Locke,1
John_Malkovich,3,Richard_Palmer,1
John_McCallum,1,Oliver_Phelps,1
John_McCallum,2,Rick_Bragg,1
John_McEnroe,2,Shane_Mosley,1
John_Prescott,1,Will_Ofenheusle,1
Johnnie_Lynn,1,Larry_Coker,4
Johnnie_Lynn,1,Richard_Palmer,1
Johnny_Unitas,1,Mark_Foley,1
Jonathan_Karsh,1,Samantha_Ledster,1
Joxel_Garcia,1,Lena_Olin,1
Joy_Bryant,1,Richard_Chamberlain,1
Julianne_Moore,4,Shia_LaBeouf,1
Julio_Iglesias_Jr,1,Ramon_Ponce_de_Leon,1
Justin_Timberlake,1,Suzanne_Somers,1
Kathleen_Glynn,2,Susilo_Bambang_Yudhoyono,1
Kathryn_Morris,1,Minnie_Driver,2
Kathryn_Tucker,1,Stella_McCartney,1
Katie_Couric,1,Sanjay_Gupta,1
Keiko_Sofia_Fujimori,1,Sureyya_Ayhan,1
Kellie_Coffey,1,Todd_Petit,1
Kenny_Chesney,1,Steve_Coogan,1
Kevin_Tarrant,1,Marisol_Breton,1
Kristen_Rivera,1,Valdas_Adamkus,2
Kurt_Russell,2,Mahmoud_Diyab_al-Ahmed,1
Kurt_Tanabe,1,William_Jackson,1
Kyle_McLaren,1,Sofia_Milos,1
Kyle_McLaren,1,Will_Ofenheusle,1
Kyle_Shewfelt,1,Larry_Coker,2
Lawrence_Foley,1,Rachel_Wadsworth,1
Lea_Fastow,1,Uday_Hussein,1
Lesia_Burlak,1,Nur_Jaafar,1
Lori_Berenson,1,Rudolf_Schuster,1
Lucio_Angulo,1,Sarah_Price,1
Lucio_Gutierrez,10,Pedro_Malan,5
Margaret_Hasley,1,Michael_Denzel,1
Mark_Redman,1,Stephen_Funk,1
Mark_Salter,1,Shanna_Zolman,1
Martin_Luther_King_III,1,Maryn_McKenna,1
Mary_Bono,1,Todd_Wike,1
Matt_LeBlanc,1,Robert_Redford,2
Mauro_Viza,1,William_Jackson,1
Max_Baucus,1,Paradorn_Srichaphan,5
Max_Baucus,1,Yossi_Beilin,2
Meles_Zenawi,1,Nawabzada_Nasrullah_Khan,1
Melissa_Mulloy,1,Paula_Abdul,1
Melissa_Mulloy,1,Roger_Lyons,1
Michael_Chiklis,1,Mohammed_Al_Hindi,1
Michael_Chiklis,1,Steve_Rush,1
Michael_Doleac,1,Nur_Jaafar,1
Michael_Goldrich,1,Suzanne_Somers,1
Michael_Kahn,1,Rick_Caruso,1
Michel_Minard,1,Suzanne_Gaudet,1
Michelle_Bachelet,1,Sami_Al-Arian,1
Miguel_Angel_Rodriguez,1,Sasha_Cohen,1
Mike_Bryan,1,Shanna_Zolman,1
Mike_Montgomery,1,Ray_Lewis,1
Milton_Wynants,1,Stuart_Townsend,1
Miyako_Miyazaki,2,Munir_Akram,2
Morris_Dees,1,Shamai_Leibowitz,1
Morris_Dees,1,Suzie_McConnell_Serio,1
Nathalie_Gagnon,1,Richard_Reid,1
Nicklas_Lidstrom,1,Norman_Jewison,1
Nicklas_Lidstrom,1,Sadie_Frost,3
Nicole_Hiltz,1,Zaini_Abdullah,1
Nona_Gaye,1,Paul_Cerjan,1
Oscar_Bolanos,1,Phil_Donahue,1
Oscar_Bolanos,1,Tatiana_Kennedy_Schlossberg,1
Pascal_Quignard,3,Patrick_Ewing,2
Pat_Rochester,1,Phoenix_Chang,1
Pat_Rochester,1,Will_Ofenheusle,1
Paul_Farley,1,Platon_Lebedev,1
Paula_Abdul,1,Robert_Vowler,1
Pharrell_Williams,1,Tyrone_Medley,1
Phoenix_Chang,1,Platon_Lebedev,1
Rachel_Wadsworth,1,Richard_Palmer,1
Raymond_Odierno,1,Richard_Reid,1
Reggie_Sanders,1,Rick_Santorum,2
Richard_Chamberlain,1,Steve_Patterson,1
Richard_Ward,1,Steve_Redgrave,1
Robert_Vowler,1,Tab_Baldwin,1
Roy_Rogers,1,Steven_Feldman,1
Scott_Rolen,1,William_Murabito,1
Sofia_Milos,1,Steve_Nash,3
Sofia_Milos,1,Will_Ofenheusle,1
Sonja_Kesselschlager,1,Tim_Robbins,3
Takeo_Hiranuma,1,Ty_Votaw,1
Ted_Washington,1,Ximena_Bohorquez,1
Ty_Votaw,1,William_Webster,1
Abdel_Madi_Shabneh,1,Dean_Barker,1
Abdel_Madi_Shabneh,1,Giancarlo_Fisichella,1
Abdel_Madi_Shabneh,1,Mikhail_Gorbachev,1
Abdul_Rahman,1,Portia_de_Rossi,1
Abel_Pacheco,1,Jong_Thae_Hwa,2
Abel_Pacheco,2,Jean-Francois_Lemounier,1
Afton_Smith,1,Dwayne_Wade,1
Ahmad_Jbarah,1,James_Comey,1
Akhmed_Zakayev,2,Donna_Morrissey,1
Alan_Dershowitz,1,Bertrand_Bonello,1
Alanis_Morissette,1,Martin_Cauchon,1
Alexander_Lukashenko,1,Heather_Chinnock,1
Alfonso_Cuaron,1,Jason_Priestley,1
Alfonso_Cuaron,1,Patty_Schnyder,2
Alfonso_Soriano,1,Bill_Nelson,2
Alfonso_Soriano,1,Julio_De_Brun,1
Alfonso_Soriano,1,Patty_Schnyder,3
Alonzo_Mourning,1,Cecilia_Cheung,1
Amber_Tamblyn,2,Benjamin_Netanyahu,1
Amporn_Falise,1,Joe_Pantoliano,1
Anders_Fogh_Rasmussen,2,Johnson_Panjaitan,2
Andre_Bucher,1,Joseph_Ralston,1
Andre_Bucher,1,Maria_Garcia,1
Andrew_Gilligan,1,Henry_Castellanos,1
Andrew_Shutley,1,Edmund_Stoiber,5
Andrew_Shutley,1,Mitchell_Swartz,1
Andrew_Shutley,1,Saeb_Erekat,2
Andy_Dick,1,Simon_Yam,1
Andy_Griffith,1,Osrat_Iosef,1
Andy_Wisecarver,1,Dimitar_Berbatov,1
Angela_Lansbury,1,Steven_Van_Zandt,1
Angela_Lansbury,2,John_Coomber,1
Ann_Veneman,6,Sergio_Garcia,2
Ann_Veneman,8,Ted_Williams,1
Annie-Jeanne_Reynaud,1,SJ_Twu,1
Anthony_Carter,1,Eliza_Dushku,1
Antonio_Cassano,1,Paul_Celluci,1
Anwar_Ibrahim,1,David_Alpay,1
Armand_Sargen,1,Daryl_Sabara,1
Armand_Sargen,1,Kelvin_Sampson,3
Armand_Sargen,1,Lisa_Gottsegen,2
Atom_Egoyan,1,Bill_Stapleton,1
Atom_Egoyan,1,Janis_Ruth_Coulter,1
Barbara_Brezigar,2,Doris_Roberts,2
Barbara_Felt-Miller,1,Leticia_Dolera,1
Bart_Freundlich,1,Ernie_Grunfeld,1
Bart_Freundlich,1,Kirsten_Gilham,1
Benjamin_Martinez,1,Garry_McCoy,1
Benjamin_Netanyahu,1,Maria_Callas,1
Benjamin_Netanyahu,5,Frank_Beamer,1
Bernard_Law,1,Liu_Xiaoqing,1
Bernard_Law,3,Valerie_Harper,2
Bertrand_Bonello,1,Jong_Thae_Hwa,2
Bill_Bradley,1,Chen_Tsai-chin,1
Bill_Bradley,1,Helen_Alvare,1
Bill_Elliott,1,Mary_Anne_Souza,1
Bill_Frist,5,Jimmy_Kimmel,2
Bill_Maher,1,Brad_Russ,1
Bill_Maher,1,Juliette_Binoche,1
Bill_Nelson,1,Kim_Jong-Il,3
Bill_Nelson,2,Gillian_Anderson,1
Bill_Stapleton,1,Sedigh_Barmak,1
Bill_Stapleton,1,Valerie_Harper,1
Billy_Bob_Thornton,1,Herb_Dhaliwal,1
Billy_Bob_Thornton,1,Nong_Duc_Manh,1
Bob_Alper,1,Kevin_Millwood,1
Bob_Graham,2,Dwayne_Wade,1
Bob_Petrino,1,Geraldine_Chaplin,4
Bob_Petrino,1,Jorge_Castaneda,1
Boris_Becker,4,Julianna_Margulies,2
Brad_Russ,1,Hana_Urushima,1
Brad_Russ,1,Romeo_Gigli,1
Brawley_King,1,Tom_Glavine,2
Brian_Griese,2,Jeffrey_Archer,2
Brian_Griese,2,Laura_Elena_Harring,1
Brian_Griese,2,Nicolas_Lapentti,2
Bryan_Adams,1,Michael_Kors,1
Bryan_Adams,1,Mohamed_Seineldin,1
Calbert_Cheaney,1,Ian_Smith,1
Calbert_Cheaney,1,Robert_Downey_Jr,1
Carl_Reiner,1,Hamid_Efendi,1
Carl_Reiner,2,John_Engler,1
Carl_Reiner,2,Prince_Rainier_III,1
Carl_Reiner,2,Tom_Glavine,2
Carlo_Azeglio_Ciampi,1,Francis_Ford_Coppola,1
Carlos_Arroyo,1,Shane_Phillips,1
Carlos_Paternina,1,Emily_Stevens,1
Carlos_Paternina,1,Paul_Sarbanes,1
Casey_Mears,1,Mike_Davis,1
Casey_Mears,1,Yukiko_Okudo,1
Cathy_Freeman,2,William_Martin,2
Cecilia_Cheung,1,Daryl_Parks,1
Cecilia_Cheung,1,Pascal_Affi_Nguessan,1
Chen_Tsai-chin,1,Dereck_Whittenburg,1
Chen_Tsai-chin,1,Mamdouh_Habib,1
Cho_Myung-kyun,1,David_Bell,1
Cho_Myung-kyun,1,Fernando_Sanz,1
Cho_Myung-kyun,1,Georgia_Giddings,1
Cho_Myung-kyun,1,Richard_Fine,1
Choi_Yun-yong,1,Chuck_Eidson,1
Chris_Dodd,1,Taylor_Twellman,1
Chris_Swecker,1,Tom_Vilsack,1
Christian_Lacroix,1,Laura_Elena_Harring,1
Christian_Lacroix,1,Ornella_Muti,1
Chuck_Eidson,1,Sigourney_Weaver,1
Clare_Short,4,Don_Carcieri,1
Coco_dEste,1,Darvis_Patton,1
Coco_dEste,1,Melina_Kanakaredes,1
Coco_dEste,1,Tom_Rouen,1
Coleen_Rowley,1,Nong_Duc_Manh,1
Corinne_Coman,2,Frank_Beamer,1
Dale_Earnhardt_Jr,1,Nick_Reilly,1
Dario_Franchitti,1,Henry_Castellanos,1
Darren_Campel,1,Hilary_McKay,1
Darvis_Patton,1,Gerard_Tronche,1
Darvis_Patton,1,William_Macy,4
Daryl_Parks,1,Guus_Hiddink,1
Daryl_Sabara,1,Nick_Reilly,1
Daryl_Sabara,1,Valentina_Tereshkova,1
Dave_Johnson,1,Howard_Stern,1
Dave_Tucker,1,Gary_Gitnick,1
David_Collenette,1,Salman_Khan,1
David_Westerfield,1,Stan_Kroenke,1
Dean_Jacek,1,Larry_Wilmore,1
Demi_Moore,2,Fred_Thompson,1
Demi_Moore,2,Linus_Roache,1
Dereck_Whittenburg,1,Lindsey_Graham,2
Dianne_Reeves,1,Larry_Wilmore,1
Dianne_Reeves,1,Romeo_Gigli,1
Don_Carcieri,1,Janica_Kostelic,1
Dora_Bakoyianni,1,Richard_Sambrook,2
Dora_Bakoyianni,1,Saeb_Erekat,2
Doris_Roberts,1,Nong_Duc_Manh,1
Doug_Wilson,1,Szu_Yu_Chen,1
Douglas_Gansler,1,Martin_Brooke,1
Douglas_Gansler,1,Ronald_Kadish,1
Dwayne_Wade,1,Mike_Farrar,1
Edward_Arsenault,1,Jim_Hardin,1
Einars_Repse,1,Minnie_Mendoza,1
Einars_Repse,1,Tim_Blake_Nelson,1
Elinor_Caplan,1,Hilary_McKay,1
Eliza_Dushku,1,George_Lucas,1
Eliza_Dushku,1,Itzhak_Perlman,1
Emily_Stevens,1,Janez_Drnovsek,1
Emmanuelle_Beart,2,Phil_Jackson,1
Eric_Daze,1,Sterling_Hitchcock,1
Erika_Christensen,2,Michael_Dell,1
Erika_Christensen,2,Woody_Allen,2
Eriko_Tamura,1,Georgia_Giddings,1
Ernie_Grunfeld,1,Frank_Coraci,1
Eugene_Melnyk,1,Mahima_Chaudhari,1
Fatma_Kusibeh,1,Lee_Baca,1
Federico_Trillo,1,Jonathan_Woodgate,1
Fernando_Alonso,1,Sam_Brownback,1
Fernando_Sanz,1,Miranda_Otto,1
Fernando_Sanz,1,Roy_Moore,1
Flor_Montulo,2,Juan_Pablo_Montoya,1
Francisco_Garcia,1,Marsha_Sharp,1
Francois_Ozon,1,Makiya_Ali_Hassan,1
Frank_Coraci,1,Tomoko_Hagiwara,2
Frank_Van_Ecke,1,Tsutomu_Takebe,1
Fred_Thompson,2,Helen_Alvare,1
Fred_Thompson,2,Sterling_Hitchcock,1
Fred_Thompson,3,Magda_Kertasz,1
Garry_Trudeau,1,Pat_Riley,1
Garry_Witherall,1,Howard_Stern,1
Garry_Witherall,1,Ingrid_Betancourt,1
Garry_Witherall,1,Martin_Keown,1
Gary_Gero,1,Kim_Hong-gul,1
Gary_Gero,1,Phil_Gramm,1
Gavin_Degraw,1,Jeffrey_Archer,1
Gene_Robinson,3,Martha_Bowen,2
Georgia_Giddings,1,Mahima_Chaudhari,1
Geovani_Lapentti,1,Rodney_Rempt,1
Geovani_Lapentti,1,Sam_Brownback,1
Gerard_de_Cortanze,1,Mark_Wahlberg,1
Gian_Marco,2,Kevin_Stallings,2
Giancarlo_Fisichella,1,Maria_Callas,1
Gideon_Yago,1,Natalie_Williams,1
Gideon_Yago,1,Paul_William_Hurley,1
Glenn_Plummer,1,Maria_Garcia,1
Grant_Hackett,1,Todd_Robbins,1
Grant_Hackett,3,Milo_Djukanovic,3
Gray_Davis,26,Karen_Lynn_Gorney,1
Gregg_Popovich,3,Vernon_Forrest,1
Gregor_Gysi,1,Tomoko_Hagiwara,1
Guy_Ritchie,2,Herb_Dhaliwal,1
Guy_Ritchie,2,William_Macy,1
Hamid_Efendi,1,Jimmy_Carter,8
Hamzah_Haz,2,Hilary_McKay,1
Harald_Ringstorff,1,Pat_Riley,1
Harald_Ringstorff,1,Romano_Prodi,6
Heather_Chinnock,1,Jean-Francois_Lemounier,1
Helen_Alvare,1,Milo_Djukanovic,1
Henry_Castellanos,1,Pamela_Anderson,4
Henry_Castellanos,1,Tommy_Shane_Steiner,1
Herb_Dhaliwal,1,Hung_Wan-ting,1
Hilary_McKay,1,Kevin_Millwood,1
Howard_Stern,1,Maria_Callas,1
Hugo_Chavez,33,Karen_Lynn_Gorney,1
Hugo_Chavez,60,Steve_Shiver,1
Imam_Samudra,1,Ivana_Trump,1
Imelda_Marcos,1,Patty_Schnyder,4
Jack_Smith,1,Mary_Jo_Myers,1
James_Caan,2,Paul_Sarbanes,2
James_Comey,1,Juan_Carlos_Morales,1
James_Comey,1,Paul_William_Hurley,1
Jamling_Norgay,1,Zico,2
Jan_Pronk,1,Kim_Dong-hwa,1
Janez_Drnovsek,1,Sterling_Hitchcock,1
Janica_Kostelic,2,Yasushi_Akashi,1
Janice_Abreu,1,Kevin_Sorbo,1
Jeffrey_Ashby,1,Michael_Dell,1
Jennifer_Garner,6,Mike_Duke,1
Jennifer_Renee_Short,1,Taylor_Twellman,1
Jerry_Seinfeld,1,Tim_Blake_Nelson,1
Jerry_Tarkanian,1,Thomas_Rupprath,1
Jessica_Lange,2,Sedigh_Barmak,1
Jim_Freudenberg,1,Nigel_Redden,1
Jim_Freudenberg,1,Tina_Pisnik,1
Jim_Haslett,1,Tsutomu_Takebe,1
Jim_Otto,1,Rafiq_Hariri,1
Jimmy_Gurule,1,Terry_McAuliffe,1
Jodie_Foster,3,Joe_Pantoliano,1
John_Herrington,1,Luis_Ernesto_Derbez_Bautista,2
John_Richardson,1,Yasushi_Akashi,1
John_Snow,17,Se_Hyuk_Joo,1
Jonathan_Arden,1,Joseph_Ralston,1
Jorge_Castaneda,1,Robert_Fico,1
Jose_Rosado,1,Micky_Arison,1
Joseph_Blatter,1,Ronald_Kadish,1
Joseph_Ralston,2,Juan_Pablo_Montoya,5
Joseph_Ralston,2,Yoshiyuki_Kamei,1
Juliette_Binoche,1,Matthew_Broderick,3
Julio_De_Brun,1,Patty_Schnyder,1
Julio_De_Brun,1,Vernon_Forrest,1
Justin_Guarini,2,Prince_Edward,1
Kate_Winslet,2,Mike_Duke,1
Katie_Wagner,1,Stan_Kroenke,1
Keith_Lowen,1,Robert_Evans,2
Keith_Lowen,1,Silvia_Farina_Elia,2
Ken_Loach,1,Taku_Yamasaki,1
Kevin_Crane,1,Mike_Krzyzewski,2
Kevin_Millwood,1,Mitchell_Crooks,1
Kim_Clijsters,4,Martin_Short,1
Kim_Hong-gul,1,Milo_Djukanovic,3
Kim_Jong-Il,3,Rick_Reed,1
Lance_Armstrong,9,Maria_Garcia,1
Laurent_Jalabert,2,Vincent_Gallo,1
Leon_LaPorte,1,Ted_Williams,1
Leon_LaPorte,1,Tommy_Thompson,5
Leonardo_Fernandez,1,Romano_Prodi,7
Leticia_Dolera,1,Tom_Glavine,1
Lorraine_Bracco,1,Momcilo_Perisic,1
Luis_Ernesto_Derbez_Bautista,1,Tyra_Banks,1
Maria_Burks,1,Todd_Parrott,1
Mario_Lemieux,1,Stan_Kroenke,1
Mark_Everson,1,Martin_Sheen,2
Marquier_Montano_Contreras,1,SJ_Twu,1
Marsha_Sharp,1,Steve_Shiver,1
Martin_Cauchon,2,Vitali_Klitschko,3
Martin_Hoellwarth,2,Mary_Katherine_Smart,1
Martina_Hingis,1,Terry_McAuliffe,2
Melina_Kanakaredes,1,Ornella_Muti,1
Michael_Dell,1,Mike_Duke,1
Michael_Dell,1,Nigel_Redden,1
Michael_Richards,1,Silvia_Farina_Elia,3
Milan_Kucan,1,Salman_Khan,1
Nancy_Kerrigan,1,Sam_Brownback,1
Naomi_Campbell,1,Tom_Ridge,16
Nina_Jacobson,1,Portia_de_Rossi,1
Noah_Wyle,3,Robbie_Coltrane,1
Nora_Bendijo,1,William_Martin,2
Nursultan_Nazarbayev,1,Robert_Bonner,1
Pascal_Affi_Nguessan,1,Tom_Moss,1
Pat_Summitt,1,Paul_Celluci,1
Patty_Schnyder,3,Pernilla_Bjorn,1
Patty_Schnyder,3,Prince_Philippe,1
Patty_Schnyder,4,Ricardo_Lagos,25
Pervez_Musharraf,3,Richard_Rodriguez,1
Phil_Gramm,2,Stefan_Tafrov,1
Rachel_Kempson,1,Zorica_Radovic,1
Rachel_Roy,1,Steve_Shiver,1
Richard_Fine,1,Richard_Rodriguez,1
Rick_Reed,1,Ruth_Bader_Ginsburg,1
Robbie_Naish,1,Zhong_Nanshan,1
Robert_Bonner,2,Vincent_Brooks,2
Robert_Downey_Jr,1,Tommy_Shane_Steiner,1
Robert_Evans,1,Todd_Robbins,1
Romeo_Gigli,1,Tom_Harkin,4
Saeb_Erekat,1,Tom_Coverdale,2
Se_Hyuk_Joo,1,Tom_Rouen,1
Sergio_Garcia,2,Thomas_Watjen,1
Simon_Yam,1,Terry_McAuliffe,3
Simon_Yam,1,Tommy_Haas,5
Stan_Kroenke,1,William_Hyde,1
Steve_Ballmer,1,Tina_Pisnik,1
Steve_Ballmer,2,Vincent_Gallo,3
Steve_Shiver,1,Thomas_Rupprath,3
